"k","lambda","original_links","predicted_values","node_to","node_from","removed"
2,0.05,0,NA,"Brachygastra_lecheguana","Convolvulacea_sp.",0
2,0.05,0,NA,"Nitidulidae_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Polybia_ignobilis","Convolvulacea_sp.",0
2,0.05,0,NA,"Trigona_spinipes","Convolvulacea_sp.",0
2,0.05,0,NA,"Alticini_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Alticini_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Cauliognathini_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Cauliognathus_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Cerambycidae_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Elateridae_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Convolvulacea_sp.",0
2,0.05,0,NA,"Madopterini_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Myzinum_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Neodexiopsis_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Nitidulidae_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Palpada_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Pteromalidae_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Sciara_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Sibinia_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Trichodes_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Eupetomena_macroura","Convolvulacea_sp.",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Convolvulacea_sp.",0
2,0.05,0,NA,"Hesperiinae_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Augochloropsis_sp._3","Convolvulacea_sp.",0
2,0.05,0,NA,"Toxophorinae_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Aellopos_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Papilionidae_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Protomydas_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Apis_mellifera","Cuphea_ericoides",0
2,0.05,1,NA,"Augochloropsis_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Camponotus_crassus","Cuphea_ericoides",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Tetrapedia_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Xylocopa_sp._2","Cuphea_ericoides",0
2,0.05,1,NA,"Dialictus_(Chloralictus)_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Exomalopsis_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Cuphea_ericoides",0
2,0.05,2,NA,"Anthidini_sp.","Cuphea_ericoides",0
2,0.05,3,NA,"Ceratina_(Crewella)_sp._2","Cuphea_ericoides",0
2,0.05,1,NA,"Diptera_sp._2","Cuphea_ericoides",0
2,0.05,1,NA,"Megachile_cf_(Dactylomegachile)_sp.","Cuphea_ericoides",0
2,0.05,2,NA,"Megachile_sp.","Cuphea_ericoides",0
2,0.05,1,NA,"Unidentified_Lepidoptera_sp._7","Cuphea_ericoides",0
2,0.05,0,NA,"Cephalotes_pusillus","Cuphea_ericoides",0
2,0.05,0,NA,"Colibri_serrirostris","Cuphea_ericoides",0
2,0.05,0,NA,"Melipona_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Vanessa_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Campsomeris_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Xylocopa_big","Cuphea_ericoides",0
2,0.05,0,NA,"Brachygastra_lecheguana","Cuphea_ericoides",0
2,0.05,0,NA,"Nitidulidae_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Polybia_ignobilis","Cuphea_ericoides",0
2,0.05,0,NA,"Madarini_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Trigona_spinipes","Cuphea_ericoides",0
2,0.05,0,NA,"Alticini_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Cauliognathini_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Cauliognathus_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Cerambycidae_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Deopalpus_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Eumolpini_sp._4","Cuphea_ericoides",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Cuphea_ericoides",0
2,0.05,0,NA,"Madopterini_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Nitidulidae_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Plecia_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Pteromalidae_sp._1","Cuphea_ericoides",0
2,0.05,0,NA,"Sciara_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Sibinia_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Eupetomena_macroura","Cuphea_ericoides",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Cuphea_ericoides",0
2,0.05,0,NA,"Hesperiinae_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Augochloropsis_sp._3","Cuphea_ericoides",0
2,0.05,0,NA,"Toxophorinae_sp._2","Cuphea_ericoides",0
2,0.05,0,NA,"Aellopos_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Papilionidae_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Protomydas_sp.","Cuphea_ericoides",0
2,0.05,0,NA,"Apis_mellifera","Declieuxia_fruticosa",0
2,0.05,0,NA,"Augochloropsis_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Bombus_pauloensis","Declieuxia_fruticosa",0
2,0.05,0,NA,"Eullaema_nigrita","Declieuxia_fruticosa",0
2,0.05,0,NA,"Satyrinae_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Tetrapedia_sp._2","Declieuxia_fruticosa",0
2,0.05,1,NA,"Xylocopa_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Exomalopsis_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Augochlora_(Oxystoglossella)_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Declieuxia_fruticosa",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Diptera_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Megachile_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Phoebis_sennae","Declieuxia_fruticosa",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Declieuxia_fruticosa",0
2,0.05,2,NA,"Xylocopa_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Xylocopa_sp._5","Declieuxia_fruticosa",0
2,0.05,1,NA,"Heliactin_bilophus","Declieuxia_fruticosa",0
2,0.05,1,NA,"Melipona_sp._1","Declieuxia_fruticosa",0
2,0.05,1,NA,"Vanessa_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Declieuxia_fruticosa",0
2,0.05,0,NA,"Campsomeris_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Xylocopa_big","Declieuxia_fruticosa",0
2,0.05,0,NA,"Nitidulidae_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Polybia_ignobilis","Declieuxia_fruticosa",0
2,0.05,0,NA,"Madarini_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Trigona_spinipes","Declieuxia_fruticosa",0
2,0.05,0,NA,"Alticini_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Alticini_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Cerambycidae_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Deopalpus_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Elateridae_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Declieuxia_fruticosa",0
2,0.05,0,NA,"Neodexiopsis_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Nitidulidae_sp._1","Declieuxia_fruticosa",0
2,0.05,0,NA,"Palpada_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Sciara_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Sibinia_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Trichodes_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Eupetomena_macroura","Declieuxia_fruticosa",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Declieuxia_fruticosa",0
2,0.05,0,NA,"Hesperiinae_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Toxophorinae_sp._2","Declieuxia_fruticosa",0
2,0.05,0,NA,"Aellopos_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Papilionidae_sp.","Declieuxia_fruticosa",0
2,0.05,0,NA,"Apis_mellifera","Hypenia_macrantha",0
2,0.05,0,NA,"Bombus_pauloensis","Hypenia_macrantha",0
2,0.05,0,NA,"Camponotus_crassus","Hypenia_macrantha",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Satyrinae_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Tetrapedia_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Xylocopa_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Dialictus_(Chloralictus)_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Exomalopsis_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Hypenia_macrantha",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Coelioxys_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Megachile_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Phoebis_sennae","Hypenia_macrantha",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Hypenia_macrantha",0
2,0.05,0,NA,"Xylocopa_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Xylocopa_sp._5","Hypenia_macrantha",0
2,0.05,0,NA,"Campylopterus_largipennis","Hypenia_macrantha",0
2,0.05,0,NA,"Cephalotes_pusillus","Hypenia_macrantha",0
2,0.05,0,NA,"Colibri_serrirostris","Hypenia_macrantha",0
2,0.05,0,NA,"Melipona_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Vanessa_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Campsomeris_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Xylocopa_big","Hypenia_macrantha",0
2,0.05,0,NA,"Brachygastra_lecheguana","Hypenia_macrantha",0
2,0.05,0,NA,"Nitidulidae_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Polybia_ignobilis","Hypenia_macrantha",0
2,0.05,0,NA,"Madarini_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Trigona_spinipes","Hypenia_macrantha",0
2,0.05,0,NA,"Alticini_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Alticini_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Cauliognathini_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Cauliognathus_sp._2","Hypenia_macrantha",0
2,0.05,0,NA,"Cerambycidae_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Deopalpus_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Hypenia_macrantha",0
2,0.05,0,NA,"Madopterini_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Myzinum_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Neodexiopsis_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Nitidulidae_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Palpada_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Plecia_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Pteromalidae_sp._1","Hypenia_macrantha",0
2,0.05,0,NA,"Sciara_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Sibinia_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Eupetomena_macroura","Hypenia_macrantha",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Hypenia_macrantha",0
2,0.05,0,NA,"Hesperiinae_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Augochloropsis_sp._3","Hypenia_macrantha",0
2,0.05,0,NA,"Aellopos_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Papilionidae_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Protomydas_sp.","Hypenia_macrantha",0
2,0.05,0,NA,"Apis_mellifera","Jacaranda_caroba",0
2,0.05,0,NA,"Augochloropsis_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Bombus_pauloensis","Jacaranda_caroba",0
2,0.05,0,NA,"Camponotus_crassus","Jacaranda_caroba",0
2,0.05,0,NA,"Eullaema_nigrita","Jacaranda_caroba",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Tetrapedia_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Xylocopa_sp._2","Jacaranda_caroba",0
2,0.05,1,NA,"Dialictus_(Chloralictus)_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Exomalopsis_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Jacaranda_caroba",0
2,0.05,0,NA,"Anthidini_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Augochlora_(Oxystoglossella)_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Coelioxys_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Diptera_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Megachile_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Phoebis_sennae","Jacaranda_caroba",0
2,0.05,0,NA,"Xylocopa_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Xylocopa_sp._5","Jacaranda_caroba",0
2,0.05,0,NA,"Campylopterus_largipennis","Jacaranda_caroba",0
2,0.05,0,NA,"Colibri_serrirostris","Jacaranda_caroba",0
2,0.05,0,NA,"Heliactin_bilophus","Jacaranda_caroba",0
2,0.05,0,NA,"Melipona_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Vanessa_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Campsomeris_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Xylocopa_big","Jacaranda_caroba",0
2,0.05,0,NA,"Brachygastra_lecheguana","Jacaranda_caroba",0
2,0.05,0,NA,"Polybia_ignobilis","Jacaranda_caroba",0
2,0.05,0,NA,"Cauliognathini_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Cauliognathus_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Cerambycidae_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Deopalpus_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Elateridae_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Eumolpini_sp._4","Jacaranda_caroba",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Jacaranda_caroba",0
2,0.05,0,NA,"Myzinum_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Neodexiopsis_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Nitidulidae_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Pteromalidae_sp._1","Jacaranda_caroba",0
2,0.05,0,NA,"Sciara_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Sibinia_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Trichodes_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Eupetomena_macroura","Jacaranda_caroba",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Jacaranda_caroba",0
2,0.05,0,NA,"Hesperiinae_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Augochloropsis_sp._3","Jacaranda_caroba",0
2,0.05,0,NA,"Toxophorinae_sp._2","Jacaranda_caroba",0
2,0.05,0,NA,"Aellopos_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Papilionidae_sp.","Jacaranda_caroba",0
2,0.05,0,NA,"Apis_mellifera","Lessingianthus_pycnostachyus",0
2,0.05,2,NA,"Augochloropsis_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Bombus_pauloensis","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Camponotus_crassus","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Eullaema_nigrita","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Satyrinae_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Tetrapedia_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Xylocopa_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,13,NA,"Dialictus_(Chloralictus)_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Exomalopsis_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Anthidini_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Diptera_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Megachile_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Phoebis_sennae","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Xylocopa_sp._5","Lessingianthus_pycnostachyus",0
2,0.05,3,NA,"Cephalotes_pusillus","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Vanessa_sp.","Lessingianthus_pycnostachyus",0
2,0.05,5,NA,"Ceratina_(Crewella)_asuncionis","Lessingianthus_pycnostachyus",0
2,0.05,1,NA,"Campsomeris_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,2,NA,"Megachile_(Pseudocentron)_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Brachygastra_lecheguana","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Polybia_ignobilis","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Trigona_spinipes","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Alticini_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Alticini_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Cauliognathini_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Cauliognathus_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Cerambycidae_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Deopalpus_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Elateridae_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Madopterini_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Neodexiopsis_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Nitidulidae_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Palpada_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Plecia_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Pteromalidae_sp._1","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Sciara_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Sibinia_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Trichodes_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Eupetomena_macroura","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Augochloropsis_sp._3","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Toxophorinae_sp._2","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Aellopos_sp.","Lessingianthus_pycnostachyus",0
2,0.05,0,NA,"Apis_mellifera","Luxemburgia_villosa",0
2,0.05,0,NA,"Augochloropsis_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Camponotus_crassus","Luxemburgia_villosa",0
2,0.05,0,NA,"Eullaema_nigrita","Luxemburgia_villosa",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Satyrinae_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Tetrapedia_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Xylocopa_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Dialictus_(Chloralictus)_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Exomalopsis_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Luxemburgia_villosa",0
2,0.05,0,NA,"Anthidini_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Luxemburgia_villosa",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Coelioxys_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Diptera_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Megachile_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Phoebis_sennae","Luxemburgia_villosa",0
2,0.05,0,NA,"Xylocopa_sp._5","Luxemburgia_villosa",0
2,0.05,0,NA,"Campylopterus_largipennis","Luxemburgia_villosa",0
2,0.05,0,NA,"Colibri_serrirostris","Luxemburgia_villosa",0
2,0.05,0,NA,"Heliactin_bilophus","Luxemburgia_villosa",0
2,0.05,0,NA,"Melipona_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Vanessa_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Luxemburgia_villosa",0
2,0.05,0,NA,"Campsomeris_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Brachygastra_lecheguana","Luxemburgia_villosa",0
2,0.05,0,NA,"Nitidulidae_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Polybia_ignobilis","Luxemburgia_villosa",0
2,0.05,0,NA,"Madarini_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Trigona_spinipes","Luxemburgia_villosa",0
2,0.05,0,NA,"Alticini_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Cauliognathini_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Cerambycidae_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Deopalpus_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Elateridae_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Eumolpini_sp._4","Luxemburgia_villosa",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Luxemburgia_villosa",0
2,0.05,0,NA,"Myzinum_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Neodexiopsis_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Nitidulidae_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Palpada_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Plecia_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Pteromalidae_sp._1","Luxemburgia_villosa",0
2,0.05,0,NA,"Sibinia_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Eupetomena_macroura","Luxemburgia_villosa",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Luxemburgia_villosa",0
2,0.05,0,NA,"Hesperiinae_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Augochloropsis_sp._3","Luxemburgia_villosa",0
2,0.05,0,NA,"Toxophorinae_sp._2","Luxemburgia_villosa",0
2,0.05,0,NA,"Aellopos_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Protomydas_sp.","Luxemburgia_villosa",0
2,0.05,0,NA,"Apis_mellifera","Malpigaceae_sp.",0
2,0.05,0,NA,"Augochloropsis_sp._1","Malpigaceae_sp.",0
2,0.05,0,NA,"Bombus_pauloensis","Malpigaceae_sp.",0
2,0.05,0,NA,"Camponotus_crassus","Malpigaceae_sp.",0
2,0.05,0,NA,"Eullaema_nigrita","Malpigaceae_sp.",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Malpigaceae_sp.",0
2,0.05,0,NA,"Satyrinae_sp.","Malpigaceae_sp.",0
2,0.05,0,NA,"Tetrapedia_sp._2","Malpigaceae_sp.",0
2,0.05,0,NA,"Xylocopa_sp._2","Malpigaceae_sp.",0
2,0.05,1,NA,"Dialictus_(Chloralictus)_sp._1","Malpigaceae_sp.",0
2,0.05,0,NA,"Exomalopsis_sp._1","Malpigaceae_sp.",0
2,0.05,0,NA,"Anthidini_sp.","Malpigaceae_sp.",0
